SubjectID,CRT_Score,True statement,TrueStatementID,IQE1,IQE2,IQE3,IQI1,IQI2,IQI3,IQU1,IQU2,IQU3,IQE_avg,IQI_avg,IQU_avg,False Difficult,False Easy,True_fleshes,difficult_fleshes,easy_fleshes,True_smog_index,difficult_smog_index,easy_smog_index,True_flesch_kincaid_grade,difficult_flesch_kincaid_grade,easy_flesch_kincaid_grade,True_coleman_liau_index,difficult_coleman_liau_index,easy_coleman_liau_index,True_automated_readability_index,difficult_automated_readability_index,easy_automated_readability_index,True_dale_chall_readability_score,difficult_dale_chall_readability_score,easy_dale_chall_readability_score,True_difficult_words,difficult_difficult_words,easy_difficult_words,True_linsear_write_formula,difficult_linsear_write_formula,easy_.linsear_write_formula,True_difficult_words,difficult_difficult_words,easy_difficult_words,True_gunning_fog,difficult_gunning_fog,easy_gunning_fog,True_text_standard,difficult_text_standard,easy_text_standard,Potential_Drop
R_3iwokv3dX2q4nIL,0,"While molecular testing has been the primary means of diagnosing acute COVID-19 infection, blood testing is gaining importance for diagnosing minor infections or supporting the diagnosis of difficulty breathing in cases where the pathogen is no longer detectable in the upper respiratory tract.",1020,3,3,3,2,4,2,3,3,3,3,2.666666667,3,"While molecular testing has been the secondary means of diagnosing acute COVID-19 infection, blood testing is gaining importance for diagnosing minor infections or supporting the diagnosis of difficulty breathing in cases where the pathogen is no longer detectable in the upper respiratory tract.","While molecular testing has been the primary means of diagnosing acute COVID-19 infection, blood testing is losing importance for diagnosing minor infections or supporting the diagnosis of difficulty breathing in cases where the pathogen is no longer detectable in the upper respiratory tract.",10.91,10.91,10.91,0,0,0,22.4,22.4,22.4,17.19,17.48,17.07,27.7,27.9,27.6,13.85,13.85,13.85,16,16,16,32.5,31.5,32.5,16,16,16,26.5,25.57,26.5,0,0,0,
R_3iwokv3dX2q4nIL,0,"Migrant worker cases were younger, had few medical comorbidities and less severe disease. As the migrant worker cases increased, the proportion of patients with pneumonia decreased, whilst patients presenting earlier in their illness and asymptomatic disease became more common.",1028,4,2,5,4,1,4,3,5,4,3.666666667,3,4,"Migrant worker cases were older, had few medical comorbidities and less severe disease. As the migrant worker cases increased, the proportion of patients with pneumonia decreased, whilst patients presenting earlier in their illness and asymptomatic disease became more common.","Migrant worker cases were older, younger, and equal, while had few medical comorbidities and less severe disease. As the migrant worker cases increased, the proportion of patients with pneumonia decreased, whilst patients presenting earlier in their illness and asymptomatic disease became more common.",34.76,34.76,41.19,0,0,0,13.3,13.3,12.9,17.69,17.35,16.82,17.3,17.1,17.8,11.89,11.89,11.68,16,17,17,13.25,13.25,14.25,16,17,17,14.98,14.98,15.11,12,12,13,
R_3iwokv3dX2q4nIL,0,"150 patients were randomized to favipiravir or the control group. Median time to the cessation of viral shedding was 5 days versus 7 days, and median time to clinical cure was 3 days versus 5 days, for favipiravir and control, respectively. Adverse events were observed in 36% of favipiravir and 8% of control patients.",1031,3,2,4,3,3,3,4,4,4,3,3,4,"140 patients were randomized to be on favipiravir or in the control group. Median time to the cessation of viral shedding was 5 days versus 7 days, and median time to clinical cure was 3 days versus 5 days, for favipiravir and control, respectively. Adverse events were observed in 35% of favipiravir and 8% of control patients.","1 patients were randomized to be on favipiravir or in the control group. Median time to the cessation of viral shedding was 5 days versus 7 days, and median time to clinical cure was 3 days versus 5 days, for favipiravir and control, respectively. Adverse events were observed in 36% of favipiravir and 8% of control patients.",61.67,60.65,60.65,11.2,11.2,11.2,9.1,9.5,9.5,10.15,9.57,9.4,10.8,10.5,10.4,10.67,10.4,10.4,13,13,13,11,11.5,11.5,13,13,13,10.9,11.11,11.11,11,10,10,
R_3iwokv3dX2q4nIL,0,"When each vitamin D status group was considered, 69.44% of the vitamin D deficient group had severe COVID-19 and 81.82% of the severely deficient group had severe COVID-19.",1151,4,2,4,5,1,4,4,5,4,3.333333333,3.333333333,4.333333333,70% of the vitamin D deficient group had severe COVID-19 and 82.3% of the severely deficient group had sever COVID-19.,0% of the vitamin D deficient group had severe COVID-19 and 3% of the severely deficient group had sever COVID-19.,70.5,69.79,59.64,11.2,0,0,5.7,6,9.9,9.31,8.21,8.82,7.6,6.9,10.9,11.43,12.82,12.52,6,5,5,5.666666667,6,14,6,5,5,9.43,10,14,6,6,14,
R_3iwokv3dX2q4nIL,0,Weight gain was present in 87% and weight loss in 13% of patients hospitalized with COVID-19. Most patients present excess body weight according to body mass index. Covid-19 patients recovered their weight after hospitalization.,1154,4,1,5,3,3,4,4,4,4,3.333333333,3.333333333,4,Weight gain was present in 85% and weight loss in 13% of patients hospitalized with COVID-19. Most patients present excess body weight according to body mass index. Covid-19 patients recovered their weight after hospitalization.,Weight gain was present in 0% and weight loss in 0% of patients hospitalized with COVID-19. Most patients present excess body weight according to body mass index. Covid-19 patients recovered their weight after hospitalization.,68.47,68.47,68.47,9.7,9.7,9.7,6.5,6.5,6.5,13.61,13.61,13.26,11.3,11.3,11,10.23,10.23,9.77,7,7,7,6,6,6,7,7,7,9.23,9.23,9.23,10,10,10,
R_3JLdTJJ3ZPHboyt,0,"Global influenza virus spread decreased during the COVID-19 pandemic, possibly due to widespread community mitigation measures.",1011,4,4,5,4,4,4,5,4,3,4.333333333,4,4,"Global influenza virus spread decreased during the COVID-19 pandemic, possibly due to less travel due to travel bans.","Global influenza virus spread decreased during the COVID-19 pandemic, possibly due to vaccinations.",12.94,53.21,32.9,0,0,0,15.4,10.3,11.9,21.92,13.69,19.3,19.5,13.8,16.6,16.27,13.3,15.21,9,6,6,13,12,10.5,9,6,6,18.9,13.87,17.51,13,14,12,
R_3JLdTJJ3ZPHboyt,0,"We evaluated 298 persons and identified twelve positive cases. 75% of the positive cases were asymptomatic, while only 25% of positive cases reported symptoms that included fever, diarrhea, and cough. Our data confirm the importance of early identification of asymptomatic carriers.",1014,4,3,5,5,4,5,5,5,5,4,4.666666667,5,"We evaluated 298 persons and identified twelve positive cases. 75% of the positive cases were unvacciNo Statement hereted and asymptomatic, while 25% of vacciNo Statement hereted positive cases reported symptoms that included fever, diarrhea, and cough. Our data confirm the importance of No Statement heretural immunity in patients.","We evaluated 298 persons and identified twelve positive cases. 83.7% of the positive cases were asymptomatic, while only 26.3% of positive cases reported symptoms that included fever, diarrhea, and cough. Our data confirm the importance of early identification of asymptomatic carriers",32.19,29.86,35.64,15,15.5,13.4,12.2,13.1,10.8,15.25,16.01,14.65,13.2,14.6,11.9,11.25,12,11.85,15,19,15,11.16666667,12.66666667,7.375,15,19,15,15.24,16.4,13.88,12,13,12,
R_3JLdTJJ3ZPHboyt,0,"Over the 14-day study period, six patients survived, two were extubated, and one discharged. The results implicate white blood cells as a therapeutic target for COVID-19.",1016,5,4,5,3,2,2,2,2,2,4.666666667,2.333333333,2,"Over the 14-day study period, six patients survived, two were extubated, and one discharged. The results implicate white blood cell replacement as a therapeutic alterNo Statement heretive for COVID-19.","Over the 14-day study period, six patients survived, two were extubated, and one discharged. The results implicate white blood cells as a homeopathic target for COVID-19.",58.28,48.3,58.28,0,0,0,8.4,10.1,8.4,12.63,15.3,12.63,11.4,13.9,11.4,12.18,12.52,12.18,9,12,9,7.5,10.25,7.5,9,12,9,11.35,14.08,11.35,8,11,8,
R_3JLdTJJ3ZPHboyt,0,Microscopic abnormalities have been observed in both finger and toenails of patients with COVID-19.  This suggests that chilblains might be a symptom of COVID-19.,1017,4,4,4,5,5,5,5,5,5,4,5,5,Microscopic abnormalities have been observed in both finger and toeNo Statement hereils of vacciNo Statement hereted patients with breakthrough COVID-19 infections. This suggests that chilblains might be a symptom of weakened immunity.,Microscopic abnormalities have been observed in both finger and toenails of vaccinated patients with breakthrough COVID-19 infections. This suggests that chilblains might be caused by the COVID-19 vaccination.,67.76,46.78,40.35,0,0,0,6.8,10.7,11.1,14.2,18.85,19.02,11.7,16.6,16.2,10.81,13.31,12.23,7,12,10,6,10.5,8.5,7,12,10,8.13,12.65,12.74,7,11,13,
R_3JLdTJJ3ZPHboyt,0,"We found that age, symptom onset between 3 and 14 days, fever or history of fever, cough, sore throat, ageusia (loss of taste), anosmia (loss of smell), chest pain, myalgia (muscle aches and pains) and/or arthralgia (join pain), household cluster, and evidence of confirmed cases in the neighbourhood could help discriminate infected patients from uninfected.",1018,3,2,4,5,4,5,5,5,5,3,4.666666667,5,"We found that age, symptom onset between 3 and 14 days, fever or history of fever, cough, sore throat, ageusia (loss of taste), anosmia (loss of smell), chest pain, myalgia (muscle aches and pains) and/or arthralgia (join pain), household cluster, state vacciNo Statement heretion rates, and evidence of confirmed cases in the neighborhood could help discrimiNo Statement herete infected patients from uninfected.","We found that age, symptom onset between 3 and 14 days, fever or history of fever, cough, sore throat, ageusia (loss of taste), anosmia (loss of smell), chest pain, myalgia (muscle aches and pains) and/or arthralgia (join pain), household cluster,  and evidence of unconfirmed cases in the neighborhood could help discriminate infected patients from uninfected.",24.11,17.01,24.11,0,0,0,23.6,26.3,23.6,13.65,14.58,13.77,32.2,36.3,32.3,12.68,13.33,12.39,17,19,16,33.5,38,34.5,17,19,16,25.64,28.03,25.64,13,13,24,
R_3kcfgjrtleFZ8cQ,0.666666667,"Among those with moderate COVID-19 disease, time to clinical improvement was 7 days in the CBP group, versus 8 days in the control group. The data show that administration of CBP is a safe treatment option for patients with COVID-19 disease with a favorable outcome in the rate of, and time to, clinical improvement.",1027,4,4,4,4,4,4,4,4,4,4,4,4,"Among those with moderate COVID-19 disease, time to clinical improvement was 7 days in the CBP group, versus 8 days in the control group. The data show that administration of CBP is a safe treatment option for patients with COVID-19 disease with a favorable outcome in the rate of, and time to, clinical improvement.","Among those with moderate COVID-19 disease, time to clinical improvement was 7 days in the CBP group, versus 8 days in the control group. The data show that administration of CBP is a safe treatment option for patients with COVID-19 disease with a favorable outcome in the rate of, and time to, clinical improvement.",52.53,52.53,52.53,0,0,0,12.6,12.6,12.6,10.39,10.39,10.39,15,15,15,10.53,10.53,10.53,13,13,13,17,17,17,13,13,13,14.5,14.5,14.5,15,15,15,
R_3kcfgjrtleFZ8cQ,0.666666667,"150 patients were randomized to favipiravir or the control group. Median time to the cessation of viral shedding was 5 days versus 7 days, and median time to clinical cure was 3 days versus 5 days, for favipiravir and control, respectively. Adverse events were observed in 36% of favipiravir and 8% of control patients.",1031,4,4,4,4,4,4,4,4,4,4,4,4,"150 patients were randomized to be on favipiravir or in the control group. Median time to the cessation of viral shedding was 5 days versus 7 days, and median time to clinical cure was 3 days versus 5 days, for favipiravir and control, respectively. Adverse events were observed in 36% of favipiravir and 8% of control patients.","150 patients were randomized to be on favipiravir or in the control group. Median time to the cessation of viral shedding was 5 days versus 7 days, and median time to clinical cure was 3 days versus 5 days, for favipiravir and control, respectively. Adverse events were observed in 36% of favipiravir and 8% of control patients.",61.67,60.65,60.65,11.2,11.2,11.2,9.1,9.5,9.5,10.15,9.57,9.57,10.8,10.5,10.5,10.67,10.4,10.4,13,13,13,11,11.5,11.5,13,13,13,10.9,11.11,11.11,11,10,10,
R_3kcfgjrtleFZ8cQ,0.666666667,Children with serious underlying medical conditions had a 1.79 times higher risk of severe COVID-19 than for healthy children. Children with obesity were found to be 2.87 times more likely to get severe COVID-19 than healthy children. Children with underlying conditions also had a 2.81 times higher risk of death from COVID-19 compared to healthy children.,1088,4,4,4,4,4,4,4,4,4,4,4,4,Children with serious underlying medical conditions had a 3.79 times higher risk of severe COVID-19 than for healthy children. Children with obesity were found to be 1.87 times more likely to get severe COVID-19 than healthy children. Children with underlying conditions also had a 281 times higher risk of death from COVID-19 compared to healthy children.,Children with genuine fundamental therapeutic conditions had a 1.79 times higher chance of extreme COVID-19 than for solid children. Children with corpulence were found to be 2.87 times more likely to urge extreme COVID-19 than solid children. Children with fundamental conditions moreover had a 2.81 times higher chance of passing from COVID-19 compared to sound children.,70.5,68.57,62.04,9.3,9.9,8.8,5.7,6.5,6.9,11.28,11.87,12.96,8.6,9.5,10,8.89,8.99,9.74,8,8,11,4.833333333,6,4.666666667,8,8,11,7.29,8.05,6.58,9,9,7,
R_3kcfgjrtleFZ8cQ,0.666666667,Patients hospitalized and in the ICU because of COVID-19 have a higher metabolism and require more calories than their non-COVID counterparts.,1153,2,2,3,4,4,4,4,4,4,2.333333333,4,4,Patients hospitalized and in the ICU because of COVID-19 have a lower metabolism and require less calories than their non-COVID counterparts.,Patients hospitalized and in the ICU because of COVID-19 have the same metabolism and require the same amount of calories as their non-COVID counterparts.,41.7,41.7,55.58,0,0,0,12.7,12.7,11.5,15.61,15.32,13.93,16.4,16.2,16.3,12.95,12.95,11.41,7,7,6,13.5,13.5,15,7,7,6,14.11,14.11,14.6,13,13,15,
R_3kcfgjrtleFZ8cQ,0.666666667,Weight gain was present in 87% and weight loss in 13% of patients hospitalized with COVID-19. Most patients present excess body weight according to body mass index. Covid-19 patients recovered their weight after hospitalization.,1154,2,2,4,4,4,4,4,4,4,2.666666667,4,4,Weight gain was present in 60% and weight loss in 25% of patients hospitalized with COVID-19. Most patients present excess body weight according to body mass index. Covid-19 patients recovered their weight after hospitalization.,Weight gain was present in 13% and weight loss in 87% of patients hospitalized with COVID-19. Most patients present less body weight according to body mass index. Covid-19 patients never recovered their weight after hospitalization.,68.47,68.47,68.06,9.7,9.7,9.7,6.5,6.5,6.7,13.61,13.61,13.2,11.3,11.3,11.1,10.23,10.23,9.63,7,7,6,6,6,6.166666667,7,7,6,9.23,9.23,9.25,10,10,10,
R_3kdJOQB6PDffmnm,0,"Global influenza virus spread decreased during the COVID-19 pandemic, possibly due to widespread community mitigation measures.",1011,1,2,3,3,4,3,3,3,4,2,3.333333333,3.333333333,"Global influenza virus spread decreased during the black plague pandemic, possibly due to widespread community mitigation measures.","Global influenza virus spread increased during the COVID-19 pandemic, possibly due to non-widespread community mitigation measures.",12.94,20.38,12.94,0,0,0,15.4,14.6,15.4,21.92,20.99,23.02,19.5,18.9,20.7,16.27,14.7,17.26,9,9,9,13,13.5,13,9,9,9,18.9,18.56,18.9,13,15,13,
R_3kdJOQB6PDffmnm,0,"We evaluated 298 persons and identified twelve positive cases. 75% of the positive cases were asymptomatic, while only 25% of positive cases reported symptoms that included fever, diarrhea, and cough. Our data confirm the importance of early identification of asymptomatic carriers.",1014,4,4,3,5,5,4,4,4,4,3.666666667,4.666666667,4,"We evaluated 298 persons and identified twelve positive cases. 75% of the positive cases were asymptomatic, while only 25% of positive cases reported symptoms that included headaches, vomiting, and pain. Our data confirm the importance of early identification of asymptomatic carriers.","We evaluated 298 persons and identified twelve positive cases. 75% of the positive cases were asymptomatic, while only 25% of positive cases reported symptoms that included fever, diarrhea, and cough. Our data confirm the non-importance of early identification of asymptomatic carriers.",32.19,32.19,23.73,15,15,15,12.2,12.2,13.4,15.25,15.65,15.65,13.2,13.6,13.7,11.25,11.63,11.63,15,15,15,11.16666667,11.16666667,11.16666667,15,15,15,15.24,15.24,15.24,12,12,14,
R_3lsK23ycTr8gqHT,1,"COVID-19 patients with recurrent epileptic seizures had more underlying neurological diseases than patients who had an epilepsy history but without a seizure. Patients with new-onset and recurrent epileptic seizures suffered more severe/critical COVID-19, which may lead to a worse prognosis.",1019,4,4,4,2,2,2,3,3,2,4,2,2.666666667,"COVID-19 patients with recurrent epileptic seizures had about the same number of underlying neurological diseases than patients who had an epilepsy history but without a seizure. Patients with new-onset and recurrent epileptic seizures suffered more severe/critical COVID-19, which may lead to a worse prognosis.","COVID-19 patients without epileptic seizures had more underlying neurological diseases than patients who had an epilepsy history but without a seizure. Patients with new-onset and recurrent epileptic seizures suffered more severe/critical COVID-19, which may lead to a worse prognosis.",42.72,40.69,43.22,0,0,0,12.3,13.1,12.1,18.39,17.23,18.39,18.4,18.3,18.1,10.94,10.47,11.08,12,12,12,13.5,14.5,12.75,12,12,12,13,13.35,12.93,13,13,13,
R_3lsK23ycTr8gqHT,1,"150 patients were randomized to favipiravir or the control group. Median time to the cessation of viral shedding was 5 days versus 7 days, and median time to clinical cure was 3 days versus 5 days, for favipiravir and control, respectively. Adverse events were observed in 36% of favipiravir and 8% of control patients.",1031,4,4,4,3,3,3,3,3,3,4,3,3,"150 patients were randomized to be on favipiravir or in the control group. Median time to the cessation of viral shedding was 6.36 days versus 7.03 days, and median time to clinical cure was 4.58 days versus 5.11 days, for favipiravir and control, respectively. Adverse events were observed in 36% of favipiravir and 1% of control patients.","150 patients were randomized to be on favipiravir or in the control group. Median time to the cessation of viral shedding was 1 days versus 7 days, and median time to clinical cure was immediate versus 5 days, for favipiravir and control, respectively. Adverse events were observed in 36% of favipiravir and 8% of control patients.",61.67,71.71,60.95,11.2,8.4,11.9,9.1,5.3,9.4,10.15,8.31,10.5,10.8,6.1,11.1,10.67,10.96,10.77,13,13,14,11,3.928571429,11.66666667,13,13,14,10.9,6.75,11.77,11,7,12,
R_3lsK23ycTr8gqHT,1,Children with serious underlying medical conditions had a 1.79 times higher risk of severe COVID-19 than for healthy children. Children with obesity were found to be 2.87 times more likely to get severe COVID-19 than healthy children. Children with underlying conditions also had a 2.81 times higher risk of death from COVID-19 compared to healthy children.,1088,4,4,4,4,4,4,4,4,4,4,4,4,Children with serious underlying medical conditions had a 1.01 times higher risk of severe COVID-19 than for healthy children. Children with obesity were found to be 1.17 times more likely to get severe COVID-19 than healthy children. Children with underlying conditions also had a 1.21 times higher risk of death from COVID-19 compared to healthy children.,Children with serious underlying medical conditions had a 11.79 times higher risk of severe COVID-19 than for healthy children. Children with obesity were found to be 3212.87 times more likely to get severe COVID-19 than healthy children. Children with underlying conditions also had a 23234.81 times higher risk of death from COVID-19 compared to healthy children.,70.5,70.5,70.5,9.3,9.3,9.3,5.7,5.7,5.7,11.28,11.28,12.15,8.6,8.6,9.3,8.89,8.61,9.17,8,8,8,4.833333333,4.833333333,4.833333333,8,8,8,7.29,7.29,7.29,9,9,9,
R_3lsK23ycTr8gqHT,1,"There appears to be an age gradient, with younger children seemingly less susceptible to SARS-CoV-2 and less likely to pass it on. The BNT162b2 vaccine appeared well tolerated in children aged 1215 years, although the study was too small to identify any rare side-effects. ",1090,4,4,4,4,4,4,4,4,4,4,4,4,"There appears to be an age gradient, with younger children seemingly less susceptible to SARS-CoV-2 but more likely to pass it on. The BNT162b2 vaccine appeared well tolerated in children aged 1215 years, although the study was too small to identify any rare side-effects.","There appears to be an age gradient, with younger children seemingly less susceptible to SARS-CoV-2 and less likely to pass it on. The BNT162b2 vaccine appeared well tolerated in children aged 1215 years, although severe side effects were found",57.61,57.61,60.14,0,0,0,10.7,10.7,9.7,12.01,12.01,12.59,14.2,14.2,13.3,11.55,11.55,11.89,11,11,11,14,14,11.75,11,11,11,13.35,13.35,11.9,14,14,12,
R_3lsK23ycTr8gqHT,1,"The COVID-19 epidemic could be controlled by alternating one or two weeks of complete lockdown with one or two months of freedom, respectively. Control strategies of this kind, where the lockdowns duration is well circumscribed, could be important also to alleviate coronavirus impact on economy.",1180,4,4,4,4,4,4,4,4,4,4,4,4,"The COVID-19 epidemic could be controlled by alterNo Statement hereting one or two weeks of complete lockdown with one or two weeks of freedom, respectively. Control strategies of this kind, where the lockdowns duration is well circumscribed, could be important also to alleviate coroNo Statement herevirus impact on economy.","The COVID-19 epidemic could be controlled by alternating one or two months of complete lockdown with one or two days of freedom, respectively. Control strategies of this kind, where the lockdowns duration is well circumscribed, could be important also to alleviate coronavirus impact on economy.",40.18,46.61,40.18,0,0,0,13.2,12.8,13.2,14.74,15.09,14.57,16.3,17.5,16.2,11.42,11.62,11.42,14,16,14,15.75,16.25,15.75,14,16,14,16.11,15.51,16.11,16,16,16,
R_3Q7rRZIwDG0wpY5,1,A 5-day course of ivermectin was found to be safe and effective in treating adult patients with mild COVID-19.,1006,5,5,5,5,5,5,5,5,5,5,5,5,The WHO have investigated that A 5-day course of ivermectin was found to be dangerous and ineffective in treating adult patients with mild COVID-19.,A 5-day course of ivermectin was found to be relatively safe and effective in treating adult patients with mild COVID-19.,77.57,55.58,68.1,0,0,0,7.2,11.5,8.7,9.86,12.48,11.43,10.9,15.1,12.6,12.06,11.41,12.52,4,5,5,10.5,15,12,4,5,5,9.71,12.93,12,10,12,12,
R_3Q7rRZIwDG0wpY5,1,"We reached consensus on the applicability of diagnostic tools to provide testing algorithms for the use of antibody tests of high-affinity antibodies for asymptomatic subjects exposed to SARS-CoV-2. Antibody tests for high affinity antibodies should be performed ideally 21 days after potential infectious contact, given that most exposed individuals will have begun to produce antibodies by then.",1010,1,1,4,4,4,4,4,4,4,2,4,4,"The World Health Organization has reached a consensus on the applicability of diagnostic tools to provide testing algorithms for the use of antibody tests of high-affinity antibodies for subjects exposed to SARS-CoV-2. Antibody tests for high affinity antibodies should be performed ideally several days depending on symptoms, after potential infectious contact, given that most exposed individuals will have begun to produce antibodies by then.","We reached consensus on the applicability of diagnostic tools to provide testing algorithms for the use of antibody tests of high-affinity antibodies for asymptomatic subjects exposed to Covid-19. Antibody tests for high affinity antibodies should be performed ideally after potential infectious contact, given that most exposed individuals should have begun to produce antibodies by then.",17.17,13.62,9.72,0,0,0,17.9,19.3,18.7,17.12,17.3,17.82,21,22.7,21,12.53,12.13,11.89,19,21,19,22.25,25,21.75,19,21,19,19.82,20.93,19.73,18,13,19,
R_3Q7rRZIwDG0wpY5,1,"Global influenza virus spread decreased during the COVID-19 pandemic, possibly due to widespread community mitigation measures.",1011,5,5,5,5,5,5,5,5,5,5,5,5,"Global influenza virus spread increase during the COVID-19 pandemic, possibly due to lack of participation in community mitigation measures.","Global influenza virus spread increase during the COVID-19 pandemic, possibly due to lack of community mitigation measures.",12.94,9.89,28.84,0,0,0,15.4,16.6,13.5,21.92,19.03,17.92,19.5,18.3,16.7,16.27,15.38,15.63,9,9,8,13,15.5,13.5,9,9,8,18.9,20.23,18.56,13,16,14,
R_3Q7rRZIwDG0wpY5,1,A need for mechanical ventilation occurred in 31% of the anakinra-treated group and 75% of the control group. Successful weaning from supplemental oxygen was attained in 63% of the anakinra-treated group compared with 27% of the control group.,1013,2,2,2,5,5,5,5,5,5,2,5,5,A need for mechanical ventilation occurred in 65% of the aNo Statement herekinra-treated group and 75% of the control group. Successful weaning from supplemental oxygen was attained in 63% of the aNo Statement herekinra-treated group compared with 27% of the control group.,A need for mechanical ventilation occurred in most of the anakinra-treated group and almost all of the control group. Successful weaning from supplemental oxygen was attained in a large portion of the anakinra-treated group compared with a small percent of the control group.,52.19,41.7,49.65,0,0,0,10.7,12.7,11.7,12.94,13.63,13.63,13.6,15.1,14.8,11.23,11.45,9.84,12,13,14,12.5,13.5,13.75,12,13,14,11.81,13.16,12.32,13,14,14,
R_3Q7rRZIwDG0wpY5,1,Microscopic abnormalities have been observed in both finger and toenails of patients with COVID-19.  This suggests that chilblains might be a symptom of COVID-19.,1017,3,3,3,5,5,5,5,5,5,3,5,5,Abnormalities have been observed in both index fingers and Hallux toes of patients with COVID-19. This suggests that inflammation of the hands or feet might be a symptom of COVID-19.,Tiny abnormalities have been observed in both the hands and feet of patients with COVID-19. This suggests that swollen feet  might be a symptom of COVID-19.,67.76,64.71,83.66,0,0,0,6.8,8,4.8,14.2,10.95,9.96,11.7,10.1,8.6,10.81,11.22,9.75,7,9,5,6,7.5,6,7,9,5,8.13,8.67,6.74,7,8,10,
R_3qCJFCtx8Z7IlWF,0,"While Test A failed to detect SARS-CoV-2 antibodies in 3784% of non-hospitalised patients, Test B detected antibodies in 79%. Test C detected antibodies in 95% of non-hospitalised patients. Antibody levels were initially low, increased over time, and increased as the disease got worse. ",1024,4,4,4,4,4,4,4,4,4,4,4,4,"While Test A failed to detect SARS-CoV-2 antibodies in 3784% of non-hospitalized patients, Test B detected antibodies in 79%. Test C detected antibodies in 95% of non-hospitalized patients. Antibody levels were initially low, increased over time, and increased as the disease got worse.","While Test A failed to detect SARS antibodies in non-hospitalized patients, Test B detected antibodies in most . Test C detected antibodies in 95% of non-hospitalized patients. Antibody levels were initially low, increased over time, and increased as the disease got worse.",48.5,48.5,40.65,13,13,13,10,10,11,13.27,13.27,13.68,12.6,12.6,12.1,12.06,12.06,10.48,10,10,10,10.16666667,10.16666667,9,10,10,10,10.37,10.37,10.36,13,13,11,
R_3qCJFCtx8Z7IlWF,0,"Among those with moderate COVID-19 disease, time to clinical improvement was 7 days in the CBP group, versus 8 days in the control group. The data show that administration of CBP is a safe treatment option for patients with COVID-19 disease with a favorable outcome in the rate of, and time to, clinical improvement.",1027,4,4,4,4,4,4,4,4,4,4,4,4,"Among those with severe COVID-19 disease, time to clinical improvement was 7 days in the CBP group, versus 8 days in the control group. The data show that administration of CBP is a safe treatment option for patients with COVID-19 disease with an unfavorable outcome in the rate of, and time to, clinical improvement.","Among those with moderate COVID-19 disease, time to clinical improvement was 7 days in the CBP group, versus 8 days in the control group. The data show that administration of CBP is a dangerous treatment option for patients with COVID-19 disease with a favorable outcome in the rate of, and time to, clinical decline.",52.53,52.53,52.53,0,0,0,12.6,12.6,12.6,10.39,10.51,10.51,15,15.1,15.1,10.53,10.53,10.82,13,13,14,17,16.5,17,13,13,14,14.5,13.76,14.5,15,11,11,
R_3qCJFCtx8Z7IlWF,0,"There appears to be an age gradient, with younger children seemingly less susceptible to SARS-CoV-2 and less likely to pass it on. The BNT162b2 vaccine appeared well tolerated in children aged 1215 years, although the study was too small to identify any rare side-effects. ",1090,4,4,4,4,2,4,2,2,2,4,3.333333333,2,"There appears to be an age gradient, with younger children seemingly more susceptible to SARS-CoV-2 and more likely to pass it on. The BNT162b2 vaccine appeared well tolerated in children aged 1215 years, although the study was too small to identify any rare side-effects.","There appears to be an age gradient, with younger children seemingly more susceptible to SARS-CoV-2 and more likely to pass it on. The BNT162b2 vaccine appeared well tolerated in children aged 1215 years, although the study was able to identify all side-effects that were deadly.",57.61,57.61,57.1,0,0,0,10.7,10.7,10.9,12.01,12.01,12.42,14.2,14.2,14.5,11.55,11.55,11.42,11,11,12,14,14,14.25,11,11,12,13.35,13.35,13.44,14,14,11,
R_3qCJFCtx8Z7IlWF,0,Early nutritional screening is therefore an important step in order to perform an adequate nutritional intervention as part of COVID-19 management.,1152,4,4,4,4,4,4,4,4,4,4,4,4,Developmental nutritioNo Statement herel screening is therefore an important step in order to perform an adequate nutritioNo Statement herel intervention as part of COVID-19 maNo Statement heregement.,Nutritional screening is therefore an not required step in order to perform an adequate nutritional intervention as part of COVID-19 management,16.32,18.69,24.78,0,0,0,16.2,17.4,15,17.23,19.96,16.42,17.6,22.4,16.7,11.45,12.58,12.2,7,10,8,16.5,19.5,15.5,7,10,8,16.02,16.73,16.02,17,20,16,
R_3qCJFCtx8Z7IlWF,0,"Compared to White respondents, American Indian/Alaska Native and Black/African American respondents were less likely, and Asian and Spanish-speaking Latino respondents were more likely to report being extremely likely to be vaccinated.",1164,4,4,4,4,4,4,4,4,4,4,4,4,"Compared to White respondents, American Indian/Alaska No Statement heretive and Black/African American respondents were more likely, and Asian and Spanish-speaking Latino respondents were less likely to report being extremely likely to be vacciNo Statement hereted.","Compared to Asian and Spanish-speaking Latino respondents, American Indian/Alaska Native and Black/African American respondents were more likely, and white respondents were more likely to report being extremely unlikely to be vaccinated.",6.17,10.57,6.17,0,0,0,20.1,20.5,20.1,20.55,20.61,20.9,25.2,27.2,25.5,10.78,11.24,11.29,9,10,10,24.5,26.5,25.5,9,10,10,16.27,17.43,17.56,21,21,26,
